,Unnamed: 0,category_id,views,likes,dislikes,comment_total
1804,1804,22,301045,5362,1943,1252
1805,1805,23,1290298,32372,6131,8796
1806,1806,24,6941887,56662,15149,16182
1807,1807,10,1396535,41912,1273,3012
1808,1808,24,800049,10232,14527,6658
1809,1809,24,4485351,122303,1665,16461
1810,1810,24,648183,18895,1611,2395
1811,1811,23,446999,7179,538,524
1812,1812,25,1167998,4992,2067,2157
1813,1813,26,256171,18146,273,1767
1814,1814,23,1008102,71323,1003,4886
1815,1815,24,323563,6553,128,418
1816,1816,28,1300161,47953,1193,8487
1817,1817,24,273895,3097,987,2990
1818,1818,22,343483,6789,497,654
1819,1819,25,481689,998,154,0
1820,1820,26,929283,115692,1556,13766
1821,1821,24,1632313,44727,1839,6756
1822,1822,27,264994,8466,148,1364
1823,1823,1,2225184,56123,2585,10641
1824,1824,25,595165,1680,162,507
1825,1825,1,309307,3206,2074,720
1826,1826,25,880613,2948,526,3446
1827,1827,25,426453,1239,152,1830
1828,1828,25,376257,11036,441,731
1829,1829,26,176466,12951,858,2366
1830,1830,15,491160,18080,236,3070
1831,1831,22,75795,6898,186,582
1832,1832,22,2051476,93087,1036,8890
1833,1833,22,2301722,179738,6242,23812
1834,1834,22,187265,15267,269,2190
1835,1835,27,48482,1665,32,288
1836,1836,25,681342,2631,274,2590
1837,1837,22,207883,10698,276,691
1838,1838,25,299969,1248,378,2966
1839,1839,26,212235,13281,124,582
1840,1840,1,2341741,63921,3154,10182
1841,1841,27,731265,32138,723,2691
1842,1842,20,239391,2696,76,414
1843,1843,10,128751,6404,187,1205
1844,1844,10,183373,21714,295,2650
1845,1845,26,2323837,101194,2798,8584
1846,1846,25,52555,337,678,0
1847,1847,10,74510,3605,57,639
1848,1848,10,947646,48860,569,2687
1849,1849,28,326285,5623,607,1147
1850,1850,24,259257,9931,225,2241
1851,1851,25,255695,1236,100,2353
1852,1852,23,1535591,214538,1497,18212
1853,1853,22,300463,15431,468,2191
1854,1854,24,10231,60,55,30
1855,1855,23,115720,1747,89,313
1856,1856,23,750442,36059,4381,2896
1857,1857,25,281248,3196,1332,2895
1858,1858,10,2249612,132447,2341,11371
1859,1859,22,148162,12073,61,918
1860,1860,24,1008645,14565,2036,702
1861,1861,22,277984,25129,127,1564
1862,1862,27,54036,2019,44,319
1863,1863,10,7034721,586276,5527,52039
1864,1864,24,987114,12693,588,1157
1865,1865,24,2016293,67215,1627,5396
1866,1866,22,187969,9690,83,1042
1867,1867,26,731408,19564,226,2354
1868,1868,1,986285,43548,508,2226
1869,1869,28,1168321,48425,1560,5851
1870,1870,17,795115,6810,836,4041
1871,1871,26,186238,5815,364,683
1872,1872,22,550784,15158,1501,1919
1873,1873,22,17075,25,14,25
1874,1874,10,10193845,372375,7709,19657
1875,1875,23,1137545,68186,1084,51763
1876,1876,24,421882,21912,266,871
1877,1877,22,34568,15,1,12
1878,1878,24,2062749,4085,243,485
1879,1879,2,288890,749,100,530
1880,1880,10,1731490,136800,1522,5630
1881,1881,17,762557,6758,408,2298
1882,1882,1,224129,132,9,21
1883,1883,24,181989,2507,55,282
1884,1884,26,638580,38308,275,6843
1885,1885,10,607138,42696,326,1916
1886,1886,25,74354,134,16,83
1887,1887,27,22609,1755,8,171
1888,1888,10,222497,5082,201,714
1889,1889,24,414532,12711,275,987
1890,1890,26,183929,14593,205,3847
1891,1891,24,175177,2786,3303,1320
1892,1892,10,72987,5772,99,789
1893,1893,22,359050,1487,5013,1529
1894,1894,23,1542703,51122,1816,3016
1895,1895,25,64563,256,33,436
1896,1896,28,121868,238,29,89
1897,1897,22,1453138,52942,1883,3428
1898,1898,22,175802,27,4,42
1899,1899,1,667332,16484,454,519
1900,1900,20,98194,639,13,106
1901,1901,22,1060006,2416,112,799
1902,1902,24,715033,6240,2305,2216
1903,1903,10,112287,2500,55,276
1904,1904,22,238351,6607,465,431
1905,1905,26,122419,7091,45,478
1906,1906,23,1970035,145806,2194,13849
1907,1907,10,41500672,2010366,78076,736179
1908,1908,22,432885,19409,221,3144
1909,1909,27,366072,8327,461,3018
1910,1910,19,3369055,64351,2358,5373
1911,1911,20,1133022,70597,1880,16288
1912,1912,24,422516,16068,176,1101
1913,1913,10,175705,11889,140,873
1914,1914,22,35500,1036,42,201
1915,1915,28,22456,447,13,179
1916,1916,23,371012,8420,370,505
1917,1917,1,2347371,151340,667,27589
1918,1918,26,110753,5420,105,962
1919,1919,24,508123,12467,987,2849
1920,1920,10,3738634,134196,2032,4062
1921,1921,23,1130106,25019,530,2831
1922,1922,25,11001,84,1,46
1923,1923,24,13728,118,6,20
1924,1924,24,2110249,57770,1533,5017
1925,1925,1,526924,9294,138,556
1926,1926,27,469013,15438,224,2367
1927,1927,27,417140,13266,102,519
1928,1928,28,116695,5099,118,588
1929,1929,19,26102,416,16,51
1930,1930,17,9139,17,5,100
1931,1931,24,49835,2711,65,261
1932,1932,24,569314,60923,220,6266
1933,1933,22,283819,20888,511,3837
1934,1934,22,33438,85,0,19
1935,1935,10,174643,19095,177,2165
1936,1936,1,12562,14,0,1
1937,1937,22,117012,2424,142,745
1938,1938,17,9403,38,12,118
1939,1939,28,64905,155,21,244
1940,1940,23,3055515,272789,1486,7950
1941,1941,2,10442,35,0,4
1942,1942,23,2600,22,2,2
1943,1943,22,105463,36,2,115
1944,1944,2,1376018,1828,1379,420
1945,1945,10,175610,11752,156,703
1946,1946,25,167263,2400,875,1775
1947,1947,24,48014,1409,176,233
1948,1948,24,7702,25,11,100
1949,1949,25,228803,802,1391,668
1950,1950,10,2722,3,0,0
1951,1951,28,485260,13643,712,1883
1952,1952,28,1436461,41660,1121,5323
1953,1953,24,81663,1004,257,415
1954,1954,24,49324,526,31,132
1955,1955,24,288592,8968,233,1309
1956,1956,27,370100,15989,91,1548
1957,1957,17,20643,24,5,144
1958,1958,24,71041,2510,233,851
1959,1959,26,991064,49217,3046,8020
1960,1960,28,196088,7752,84,1365
1961,1961,15,246636,5949,121,395
1962,1962,25,19953,331,40,95
1963,1963,28,1524556,36906,2404,4897
1964,1964,23,84231,4922,27,520
1965,1965,24,45020,301,23,212
1966,1966,24,68909,1244,147,295
1967,1967,17,186275,74,9,116
1968,1968,24,1781119,15301,3175,2097
1969,1969,24,1600386,53753,1295,2929
1970,1970,1,64800,3872,106,236
1971,1971,24,3791028,194235,4436,27975
1972,1972,22,5357162,176573,10499,26067
1973,1973,25,31189,877,14,214
1974,1974,26,425790,24612,406,2129
1975,1975,17,12227,39,102,0
1976,1976,26,2874934,235758,16549,29235
1977,1977,24,40364,142,75,154
1978,1978,28,1361152,95092,2327,10897
1979,1979,24,38423,226,107,64
1980,1980,26,67204,4005,61,359
1981,1981,1,711561,11482,1000,1194
1982,1982,25,1303995,2127,75,1577
1983,1983,26,867074,42203,946,2941
1984,1984,22,2432324,144182,7843,11708
1985,1985,28,917466,20937,1406,3085
1986,1986,17,411396,148,42,152
1987,1987,26,32213,1790,12,148
1988,1988,17,111891,902,89,158
1989,1989,17,1881,4,0,0
1990,1990,27,7503,83,6,94
1991,1991,24,3300,34,2,89
1992,1992,22,8557758,300680,318404,98553
1993,1993,17,98617,332,21,269
1994,1994,24,2075037,90494,1488,11800
1995,1995,10,32136948,578266,43475,40071
1996,1996,24,3110,27,0,32
1997,1997,23,1313911,17843,5896,2906
1998,1998,24,1511894,13444,1405,1243
1999,1999,1,3550,42,0,3
2000,2000,23,733195,52705,547,47257
2001,2001,24,373532,3226,1041,2633
2002,2002,23,956789,20702,3141,4336
2003,2003,24,624950,9115,667,1033
2004,2004,10,4826644,236196,55588,55296
2005,2005,23,205710,6771,115,640
2006,2006,26,101864,7241,205,1245
2007,2007,26,1027604,48363,1803,7782
2008,2008,26,97839,4829,68,650
2009,2009,10,3440579,306217,2041,16488
2010,2010,15,1818677,51735,934,14117
2011,2011,23,459669,8920,159,637
2012,2012,1,3074228,60662,3615,5902
2013,2013,22,323250,14182,805,1641
2014,2014,23,1486364,93194,2750,5088
2015,2015,10,346422,3407,87,157
2016,2016,24,175989,380,189,993
2017,2017,1,1005638,46824,1765,10265
2018,2018,24,4201342,148492,3248,5105
2019,2019,24,390941,25265,565,1656
2020,2020,24,160882,20740,101,2538
2021,2021,23,2511831,167375,1581,27623
2022,2022,26,2868388,193795,2382,22216
2023,2023,10,21791,2875,26,586
2024,2024,10,711369,74252,1750,5406
2025,2025,17,914422,11126,370,2844
2026,2026,24,57317,188,55,70
2027,2027,22,73903,3732,148,521
2028,2028,24,1269944,30316,627,3650
2029,2029,24,30869,560,36,308
2030,2030,10,377517,21740,536,1339
2031,2031,24,392449,6750,243,650
2032,2032,24,4022951,84922,1636,7868
2033,2033,27,2763151,120965,5718,20066
2034,2034,10,667778,58602,1649,7763
2035,2035,24,2999951,214141,2091,11488
2036,2036,25,351051,11872,297,1541
2037,2037,22,2789031,167539,2300,11575
2038,2038,24,607997,26645,753,5902
2039,2039,24,3595764,36857,1949,2796
2040,2040,23,490823,8952,309,747
2041,2041,10,88560,7508,138,1033
2042,2042,24,406885,5278,579,2328
2043,2043,1,1906490,8006,774,1059
2044,2044,10,873167,43423,903,1835
2045,2045,24,237469,12495,88,1451
2046,2046,15,66418,4076,51,321
2047,2047,10,70292,3243,124,521
2048,2048,28,1090470,33269,1364,4692
2049,2049,10,66246,2783,47,395
2050,2050,25,716237,1989,345,1534
2051,2051,10,54862,3343,87,603
2052,2052,22,3220328,77947,4921,11260
2053,2053,27,923842,55651,998,7061
2054,2054,10,233779,12213,190,889
2055,2055,2,1873388,78550,1450,5133
2056,2056,27,211497,8203,4800,4034
2057,2057,24,1633231,57488,939,3305
2058,2058,10,422327,30613,277,1136
2059,2059,28,138049,7866,359,886
2060,2060,10,427290,12300,347,706
2061,2061,26,21388,1446,15,104
2062,2062,10,30003,2390,30,221
2063,2063,24,1058516,21511,709,1825
2064,2064,27,753119,19655,898,6164
2065,2065,23,184032,5690,128,615
2066,2066,24,43792,3708,27,385
2067,2067,27,24130,42,67,50
2068,2068,10,2781186,370543,1193,33190
2069,2069,23,1519760,36002,7250,7480
2070,2070,1,37703,2930,50,948
2071,2071,17,83962,669,98,389
2072,2072,25,1227397,5087,2156,2162
2073,2073,1,68062,5041,170,297
2074,2074,27,135255,5751,116,412
2075,2075,25,271137,2177,383,1569
2076,2076,10,19431,1704,4,127
2077,2077,24,8700817,64595,17349,18595
2078,2078,26,213896,14287,1306,2238
2079,2079,24,238671,11168,159,1049
2080,2080,26,39803,704,100,95
2081,2081,26,130404,9650,68,3509
2082,2082,26,121632,6896,187,771
2083,2083,24,47628,3681,165,318
2084,2084,1,120219,3250,333,1430
2085,2085,28,1499399,52125,1319,7185
2086,2086,24,948973,21611,1985,2332
2087,2087,23,219461,16590,273,1083
2088,2088,10,1618266,47392,1549,2597
2089,2089,22,96075,8002,259,578
2090,2090,22,308790,12610,120,2186
2091,2091,10,52597,3934,78,591
2092,2092,23,1213680,80590,1194,4507
2093,2093,22,420283,8018,612,704
2094,2094,26,75391,3341,66,319
2095,2095,27,26829,461,1,62
2096,2096,26,222993,10401,136,1513
2097,2097,25,38242,244,96,373
2098,2098,22,224729,11390,302,729
2099,2099,24,309321,10086,196,1423
2100,2100,27,130786,7049,150,932
2101,2101,27,55027,1820,32,318
2102,2102,25,38944,88,204,446
2103,2103,10,171646,0,0,624
2104,2104,25,1243066,10133,1375,1204
2105,2105,10,342149,23408,564,1511
2106,2106,24,15086,65,69,37
2107,2107,27,307807,9407,163,1191
2108,2108,10,91922,3959,66,681
2109,2109,28,77039,68,22,20
2110,2110,20,279684,3081,83,397
2111,2111,26,340266,21682,324,1519
2112,2112,24,1933457,47887,2048,7138
2113,2113,26,483801,39466,695,6359
2114,2114,10,37515,1314,14,116
2115,2115,26,231453,14175,132,184
2116,2116,10,22656,1593,17,163
2117,2117,26,1036312,124909,1711,12048
2118,2118,10,9411,1195,7,130
2119,2119,28,528469,6580,278,1017
2120,2120,22,301859,24570,182,2323
2121,2121,22,2195,2,31,14
2122,2122,10,23959,1965,31,175
2123,2123,1,347750,3392,2151,689
2124,2124,25,501127,1039,164,0
2125,2125,22,246881,17825,477,1644
2126,2126,1,2391377,58423,2745,8693
2127,2127,24,281137,10593,245,2366
2128,2128,25,600378,1686,165,0
2129,2129,23,135303,1781,92,252
2130,2130,10,338912,27203,390,2557
2131,2131,22,2765,3,0,0
2132,2132,28,199505,4863,56,410
2133,2133,26,102547,4069,82,288
2134,2134,28,298883,311,51,142
2135,2135,25,434075,1255,158,1767
2136,2136,26,207108,6230,418,529
2137,2137,28,362445,5984,652,774
2138,2138,22,2407404,184814,6369,19862
2139,2139,25,59378,352,728,0
2140,2140,26,22963,900,9,58
2141,2141,10,105348,7261,126,979
2142,2142,25,303005,1251,380,2295
2143,2143,25,689654,2648,277,1808
2144,2144,27,815695,34514,788,2390
2145,2145,26,2660502,111335,3093,6678
2146,2146,1,360517,177,10,16
2147,2147,22,331886,16525,500,1729
2148,2148,10,2935645,153345,2741,10270
2149,2149,25,256406,1239,100,2321
2150,2150,22,189698,13351,82,978
2151,2151,22,354073,29701,139,1450
2152,2152,27,61906,2236,46,262
2153,2153,23,1646787,223698,1532,14746
2154,2154,27,26191,1932,11,183
2155,2155,22,40502,2711,21,305
2156,2156,25,27068,118,22,54
2157,2157,23,786478,37245,4539,2417
2158,2158,22,5813,44,1,2
2159,2159,26,122694,4744,207,286
2160,2160,24,1211114,14137,673,900
2161,2161,24,57785,2641,45,348
2162,2162,10,8134428,624601,6011,53798
2163,2163,22,18446,25,14,24
2164,2164,17,833044,7001,858,3972
2165,2165,26,47049,1546,41,192
2166,2166,17,48089,1036,9,200
2167,2167,26,193900,15259,214,2887
2168,2168,17,14268,243,32,30
2169,2169,28,1311849,50797,1647,6065
2170,2170,1,1030323,44967,541,1800
2171,2171,22,685051,17455,1738,2013
2172,2172,22,185907,29,4,36
2173,2173,10,2307062,157883,1796,4898
2174,2174,24,178793,2819,3318,1337
2175,2175,25,11419,86,2,38
2176,2176,2,351159,794,100,453
2177,2177,10,14077967,452820,9551,21059
2178,2178,24,439973,22885,271,828
2179,2179,24,300584,20206,146,855
2180,2180,10,238086,14575,176,688
2181,2181,10,884002,53085,435,1694
2182,2182,25,60856,183,5,10
2183,2183,24,2513448,4142,244,432
2184,2184,24,209445,2928,70,324
2185,2185,22,168400,13266,75,973
2186,2186,25,76125,134,16,68
2187,2187,10,271963,5992,233,744
2188,2188,22,2070,59,1,4
2189,2189,22,370404,1528,5186,1480
2190,2190,23,1584027,52085,1839,2928
2191,2191,22,1501577,54075,1927,3378
2192,2192,28,23402,453,13,147
2193,2193,10,131393,2737,58,165
2194,2194,22,1167907,2459,115,679
2195,2195,1,696361,16946,469,448
2196,2196,25,1731,0,4,4
2197,2197,24,724897,6277,2331,2197
2198,2198,26,139133,7707,50,500
2199,2199,24,20416,42,2,4
2200,2200,22,2331274,74018,4319,7683
2201,2201,24,1345916,8504,7147,8198
2202,2202,24,759747,15994,2246,3176
2203,2203,23,1306449,69293,1368,57131
2204,2204,28,1443476,86368,17276,18080
2205,2205,24,928609,70037,722,22177
2206,2206,23,253864,4681,221,330
2207,2207,22,241645,10046,103,796
2208,2208,17,282990,10628,509,2846
2209,2209,24,851042,11358,1026,1363
2210,2210,10,6655953,272752,84310,47362
2211,2211,23,1188278,24012,4001,5247
2212,2212,23,338516,8333,312,874
2213,2213,10,4864110,351899,2744,18272
2214,2214,26,210559,7362,181,967
2215,2215,26,200346,12669,269,751
2216,2216,26,1507718,59320,3514,10586
2217,2217,15,2608382,61054,1250,16773
2218,2218,22,537587,17775,1250,2062
2219,2219,23,86933,4936,148,273
2220,2220,22,44129,365,231,184
2221,2221,24,748307,9727,401,908
2222,2222,22,1058070,33182,577,1787
2223,2223,24,314543,1028,455,2197
2224,2224,23,2082926,109469,4308,5940
2225,2225,1,3527918,67555,3993,6601
2226,2226,24,114508,1334,113,625
2227,2227,24,5322383,175364,3994,6042
2228,2228,24,579772,31827,790,2437
2229,2229,17,533604,2954,96,1000
2230,2230,10,1596159,114297,3621,9347
2231,2231,23,70716,3295,205,436
2232,2232,10,2719021,125919,1462,5159
2233,2233,26,234918,10678,433,1633
2234,2234,10,955775,69683,1999,7891
2235,2235,17,1165259,12594,449,3116
2236,2236,1,1185269,50942,2064,9166
2237,2237,1,64059,2602,70,222
2238,2238,28,84247,3698,153,1567
2239,2239,24,95780,301,146,147
2240,2240,22,103986,4502,228,625
2241,2241,10,826050,41350,886,2602
2242,2242,24,1464105,33821,704,3434
2243,2243,23,3054924,185933,2003,28605
2244,2244,26,3401998,217133,2776,24509
2245,2245,24,3654513,235592,2615,12498
2246,2246,10,1198225,48356,1072,1967
2247,2247,27,205209,6583,106,666
2248,2248,10,107181,3804,89,557
2249,2249,24,878994,59972,1662,4968
2250,2250,24,22507,1801,8,466
2251,2251,27,3033756,127612,6060,21175
2252,2252,24,35555,2328,18,387
2253,2253,25,422078,13061,341,1699
2254,2254,24,4484870,90069,1798,6913
2255,2255,24,230834,23824,147,2689
2256,2256,22,267037,22019,322,1466
2257,2257,10,368759,16034,297,1112
2258,2258,10,151720,9562,204,939
2259,2259,26,274042,12596,209,1143
2260,2260,26,69042,5571,48,387
2261,2261,25,59447,529,463,1971
2262,2262,24,721928,29918,830,4231
2263,2263,23,575748,9730,340,808
2264,2264,28,1270314,34969,1488,4929
2265,2265,10,106005,4550,149,775
2266,2266,22,3061769,178523,2453,12187
2267,2267,10,633107,36177,343,1260
2268,2268,15,86083,4554,57,367
2269,2269,24,3879712,38298,1987,2845
2270,2270,10,157779,12909,92,623
2271,2271,24,458446,5727,624,2457
2272,2272,24,280417,13595,105,1677
2273,2273,1,1986475,8638,814,1124
2274,2274,10,35355,3470,33,656
2275,2275,25,883792,2349,399,1639
2276,2276,10,554258,13876,422,819
2277,2277,27,1022192,59125,1105,5925
2278,2278,10,107816,3850,180,684
2279,2279,27,227379,8548,5322,4306
2280,2280,22,3374610,79924,5106,11530
2281,2281,24,62523,4251,190,324
2282,2282,24,52301,4069,29,400
2283,2283,1,52064,3410,59,1103
2284,2284,2,2012313,80787,1504,5290
2285,2285,24,1857916,62947,1027,3539
2286,2286,27,33813,48,83,0
2287,2287,28,149411,8236,368,716
2288,2288,1,11876,855,18,70
2289,2289,24,1122217,22211,731,1946
2290,2290,27,797369,20279,929,6363
2291,2291,28,259905,10215,267,1182
2292,2292,10,28595,2003,5,147
2293,2293,23,194392,5900,132,626
2294,2294,19,160114,66,16,106
2295,2295,10,3297302,390556,1321,34030
2296,2296,10,48242,2943,50,268
2297,2297,17,89629,695,101,426
2298,2298,10,67665,4646,94,675
2299,2299,27,144319,5996,122,454
2300,2300,25,324923,2467,430,1742
2301,2301,23,1587642,37110,7411,7761
2302,2302,1,138446,3580,365,1567
2303,2303,27,49755,608,1,80
2304,2304,24,265530,12195,167,1112
2305,2305,26,145895,7497,213,684
2306,2306,24,9064131,66763,17928,18715
2307,2307,23,235486,17657,277,1155
2308,2308,10,35622,2386,41,201
2309,2309,22,343717,13221,131,2256
2310,2310,26,80628,3478,73,328
2311,2311,27,148880,7576,168,966
2312,2312,28,1563942,53217,1351,7304
2313,2313,28,81490,70,26,20
2314,2314,23,1638763,89268,1448,4861
2315,2315,24,1017251,21923,2009,2365
2316,2316,10,1684560,48861,1584,2665
2317,2317,26,26475,1639,17,111
2318,2318,22,440042,8152,625,710
2319,2319,26,143311,10139,76,3707
2320,2320,24,6441,104,17,26
2321,2321,26,236689,10695,141,1554
2322,2322,10,32158,1799,22,186
2323,2323,22,101383,8299,266,606
2324,2324,24,348754,10737,210,1544
2325,2325,10,43735,1426,17,135
2326,2326,25,1228689,5088,2158,2166
2327,2327,26,220331,14607,1313,2250
2328,2328,10,466678,27401,664,1611
2329,2329,22,229628,11585,305,730
2330,2330,10,220589,0,0,866
2331,2331,25,40980,95,214,459
2332,2332,10,101750,4123,71,708
2333,2333,25,1368158,10577,1456,1323
2334,2334,26,44192,741,105,96
2335,2335,28,660885,7843,344,1173
2336,2336,24,16084,65,73,36
2337,2337,23,141666,1790,94,254
2338,2338,1,74789,5402,183,303
2339,2339,26,371299,22918,341,1565
2340,2340,26,517166,41006,718,5245
2341,2341,24,2033556,48630,2082,7203
2342,2342,26,1163772,133573,1801,12711
2343,2343,22,2401,2,37,20
2344,2344,10,11929,1344,8,143
2345,2345,26,108090,4214,86,297
2346,2346,22,271694,18899,490,1710
2347,2347,24,338457,21393,167,880
2348,2348,27,57756,1876,33,325
2349,2349,22,311717,25131,186,2357
2350,2350,1,365898,3479,2159,693
2351,2351,25,502157,1040,164,0
2352,2352,1,2490053,59551,2801,8937
2353,2353,10,461617,29716,429,2684
2354,2354,28,353011,349,71,166
2355,2355,25,601248,1687,165,2
2356,2356,22,2886,3,0,0
2357,2357,28,381082,6147,674,782
2358,2358,25,434370,1256,159,1768
2359,2359,22,2477194,187224,6438,20069
2360,2360,1,438912,187,11,17
2361,2361,20,293143,3161,86,399
2362,2362,25,60646,355,735,0
2363,2363,15,179322,188,13,19
2364,2364,24,287517,10752,256,2418
2365,2365,26,237847,14441,135,199
2366,2366,26,24491,947,12,63
2367,2367,27,845421,35165,811,2441
2368,2368,25,304142,1253,380,2304
2369,2369,25,693507,2660,278,1828
2370,2370,26,2862272,116096,3257,6889
2371,2371,10,3355834,163795,2942,10368
2372,2372,10,127756,8343,154,1051
2373,2373,17,62292,1142,9,203
2374,2374,22,346809,17090,513,1781
2375,2375,22,219778,13958,91,1060
2376,2376,25,256828,1239,100,2346
2377,2377,22,391978,31410,142,1497
2378,2378,10,138815,8453,207,338
2379,2379,23,1718796,228754,1545,14973
2380,2380,27,64925,2310,50,266
2381,2381,27,27175,2005,11,185
2382,2382,22,43836,2788,22,322
2383,2383,25,75601,214,7,18
2384,2384,23,803680,37698,4593,2442
2385,2385,25,28143,121,22,55
2386,2386,28,1363776,51439,1666,6150
2387,2387,26,217336,6399,442,566
2388,2388,28,204054,4932,57,420
2389,2389,22,6261,47,1,3
2390,2390,24,1343382,14609,672,969
2391,2391,24,64601,2734,50,359
2392,2392,17,847620,7068,874,3991
2393,2393,22,18788,25,14,25
2394,2394,26,49074,1606,47,201
2395,2395,10,297657,9760,282,338
2396,2396,10,2745752,166751,1909,5102
2397,2397,22,820895,19063,1895,2093
2398,2398,17,16625,251,32,20
2399,2399,26,129066,4920,216,293
2400,2400,1,501864,15406,313,2583
2401,2401,22,923481,15401,1049,3961
2402,2402,23,1781313,134375,2327,8288
2403,2403,24,168086,1783,850,841
2404,2404,25,199374,3014,6333,7779
2405,2405,22,3871330,104252,7845,11791
2406,2406,17,1577887,49906,1679,4855
2407,2407,1,96897,3768,49,298
2408,2408,25,42463,228,990,416
2409,2409,23,1322786,30063,1335,13582
2410,2410,28,2372731,128365,25210,23978
2411,2411,22,270797,1931,1075,616
2412,2412,27,2341640,66255,3820,20909
2413,2413,24,515036,26876,1150,3098
2414,2414,22,14068244,328200,7753,34273
2415,2415,24,1233395,19468,3751,4469
2416,2416,24,1852386,10449,9873,10376
2417,2417,25,25656,421,22,169
2418,2418,10,146848,1640,184,282
2419,2419,22,675960,25319,269,1607
2420,2420,25,50276,631,824,1700
2421,2421,24,499011,8934,214,1372
2422,2422,26,659693,29438,1287,3971
2423,2423,15,330150,12533,150,1051
2424,2424,23,1517347,74528,1621,60491
2425,2425,17,475458,13373,773,3451
2426,2426,1,68521,2595,298,727
2427,2427,23,407157,6142,348,468
2428,2428,27,265997,7757,922,3658
2429,2429,24,1216956,82876,1009,25401
2430,2430,23,108622,4293,308,557
2431,2431,10,6233442,391408,3472,19706
2432,2432,23,405479,9135,398,718
2433,2433,26,270239,8757,249,1154
2434,2434,10,8266750,306401,105782,57706
2435,2435,24,961498,12412,1198,1566
2436,2436,23,1319571,26132,4423,3679
2437,2437,1,109458,3588,128,314
2438,2438,22,657858,19817,1528,2348
2439,2439,24,1031421,11934,499,1047
2440,2440,24,208772,2345,186,1037
2441,2441,26,1742601,65181,4319,8589
2442,2442,26,422660,21296,292,5242
2443,2443,25,8618,93,24,174
2444,2444,15,3271004,68165,1496,19055
2445,2445,28,113111,4381,204,1814
2446,2446,22,1300463,38496,718,2023
2447,2447,24,563477,23237,753,2557
2448,2448,24,383692,1368,586,2451
2449,2449,17,825709,4099,146,1256
2450,2450,23,2378821,118275,5044,6336
2451,2451,25,52535,389,90,817
2452,2452,24,722435,37791,952,2992
2453,2453,27,140717,5938,77,1319
2454,2454,24,5859980,186219,4330,4930
2455,2455,10,1050052,45397,1029,2795
2456,2456,1,3905695,73524,4295,5687
2457,2457,28,36832,1125,15,232
2458,2458,26,281148,12284,491,1824
2459,2459,10,1191098,77441,2248,8781
2460,2460,26,272855,15349,386,902
2461,2461,10,1478187,52658,1243,2117
2462,2462,22,117927,4890,256,673
2463,2463,24,112768,332,180,183
2464,2464,1,1293582,53837,2266,9947
2465,2465,22,227664,762,167,93
2466,2466,23,117429,6169,190,265
2467,2467,10,132989,4237,107,532
2468,2468,17,1301264,13282,504,2613
2469,2469,10,231221,16482,119,725
2470,2470,10,3062496,133447,1585,5446
2471,2471,27,245756,7457,130,731
2472,2472,24,1540897,34962,728,3557
2473,2473,23,3512949,202197,2269,23204
2474,2474,10,2615972,172668,5840,11871
2475,2475,25,22705,225,19,9
2476,2476,10,129005,4162,197,533
2477,2477,24,4083279,248341,2942,13150
2478,2478,10,475968,18921,383,1290
2479,2479,24,963126,63263,1796,5218
2480,2480,26,82858,6161,59,392
2481,2481,24,43071,2660,24,425
2482,2482,26,3735932,231187,2989,21472
2483,2483,24,312953,14593,113,1686
2484,2484,23,465317,36604,551,3036
2485,2485,27,237555,8830,5617,3338
2486,2486,24,262855,25352,170,2355
2487,2487,10,841643,42041,402,1209
2488,2488,10,210876,11498,285,1069
2489,2489,15,98524,4891,62,322
2490,2490,24,58828,4322,31,414
2491,2491,26,311866,13872,224,1224
2492,2492,22,291646,23512,347,1504
2493,2493,24,27168,2020,11,524
2494,2494,25,473374,14160,369,1269
2495,2495,24,793219,31707,880,4527
2496,2496,27,3231750,132562,6307,18974
2497,2497,23,674208,10692,363,691
2498,2498,28,1485573,36469,1647,4476
2499,2499,24,4862619,94797,1929,7270
2500,2500,27,40006,54,94,0
2501,2501,22,3266876,187430,2568,12758
2502,2502,24,493839,5988,647,1901
2503,2503,24,72984,4666,209,314
2504,2504,27,1109302,62173,1167,6161
2505,2505,10,149218,5863,204,997
2506,2506,10,638777,14969,500,718
2507,2507,25,1083744,2893,449,1825
2508,2508,24,4078865,39612,2025,2977
2509,2509,10,36901,2301,11,134
2510,2510,1,63511,3778,65,1194
2511,2511,22,3532827,82253,5309,11921
2512,2512,2,2163031,83127,1564,5402
2513,2513,28,159865,8605,377,759
2514,2514,10,3877797,408770,1451,30827
2515,2515,28,326636,11859,325,1310
2516,2516,24,1219738,23168,757,2087
2517,2517,10,67057,3424,75,248
2518,2518,10,78024,5124,103,703
2519,2519,27,820083,20663,947,6500
2520,2520,22,15992,12,0,2
2521,2521,10,43708,3938,40,686
2522,2522,23,202766,6078,135,636
2523,2523,25,361374,2667,462,2055
2524,2524,10,44696,2695,50,224
2525,2525,23,1645152,38043,7603,8014
2526,2526,28,7038,104,2,15
2527,2527,24,291603,13210,175,1069
2528,2528,17,93395,714,105,338
2529,2529,23,252843,18748,282,861
2530,2530,19,167051,67,18,110
2531,2531,22,377188,13773,140,1831
2532,2532,10,39841,1973,27,197
2533,2533,23,1911072,95877,1578,5050
2534,2534,25,42769,98,221,612
2535,2535,28,1628885,54308,1390,7325
2536,2536,24,1122955,22450,2065,2451
2537,2537,10,1736224,49799,1632,2682
2538,2538,10,50194,1577,23,137
2539,2539,26,246956,10946,146,1371
2540,2540,22,1752,2,0,0
