group_code,owner_uin,group_name,gunm,activity,cityid,uin_privilege,label,memo,flag_ext,glogo,join_auth
716713316,1832061098,&,22,0,,-1,管理员活跃||男生多,,1075904704,http://p.qlogo.cn/gh/716713316/716713316/140,kBQy0yGcrAGQcgRiBpgOgpCTGHfA4PHpAiKNiMaSoZJDmVsX4g1/ywZu3jPfkhy7
119145670,942973486,&,4,0,,-1,管理员活跃||生活休闲,,1073741888,http://p.qlogo.cn/gh/119145670/119145670/140,mnoQCMsAam5IQxO3kAlA/e/uMOVSgFM/rjZ2AUR2zhIhhPoZPHR6uoxZRBP7kOmT
602517544,21020639,&,22,0,,-1,管理员活跃||女生多||亲友,,1075904576,http://p.qlogo.cn/gh/602517544/602517544/140,a1tz5ENEgQsN7sw7R1vwtDrcCI0MTd6oldxKTc0+AwuHpcTmSCP79X7i3KLw/0Rn
257153255,2915315959,&,4,0,,-1,文件多||管理员活跃||游戏,玩玩小游戏大家开开心,1074069568,http://p.qlogo.cn/gh/257153255/257153255/140,ilMghntUc3Z4sfT6izQSJQw6eIR+dR/Kh4y8+PvuX7qxpgozLC9+zXIPsb3mVpSB
564461184,1554414918,&,3,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/564461184/564461184/140,EB3T80SlfpAUGLWxLPIV/sZKNJZOkC3HsSx7vODvFSSl4SyXCtpZbsfTppExpe/N
575368264,2088506577,&,7,0,,-1,管理员活跃||亲友,,1076166720,http://p.qlogo.cn/gh/575368264/575368264/140,pwK2q8OpZRfp2WMaBk4nnOAXuIUDRvaag417sffCz/cuzrkYmRI/yWonJc2+gFw+
321497667,759588480,&,10,0,,-1,同学,,1075839040,http://p.qlogo.cn/gh/321497667/321497667/140,DPP8b1F1rean/wv2FDYUMbYuRfp2+ud/9+oq9kug3MLuxjLJn3t9l8j2vOLGF8yW
435712597,653696151,&,3,0,,-1,管理员活跃,,1075904576,http://p.qlogo.cn/gh/435712597/435712597/140,W7CpopI7NxFSZqxCB4+zQxszlVTlZhQnTruXat7z3+V6LtL9RhZONxXPWWzN6VoJ
1074296742,2184397198,&,6,0,,-1,管理员活跃||兴趣爱好,,1075904576,http://p.qlogo.cn/gh/1074296742/1074296742/140,zV0e4txhuEEsbs5dUb5929GZsVxPFOM2c9fWStlTraIqFBTS1ZwVUAWJCMvAdnOu
239791900,2229626594,&,9,0,,-1,兴趣爱好,,1076101184,http://p.qlogo.cn/gh/239791900/239791900/140,f68o2ctm6BaNzOpCU1ZD1i0/vovQYD/HLm8a0Ufv1mW8BjMH+3YSuQ1tNLSs2ugs
156218265,815842539,&,19,0,10391,-1,管理员活跃||男生多||生活休闲,,1073807424,http://p.qlogo.cn/gh/156218265/156218265/140,s0KmiMAiORoG95kJ7w8bonPj88jNlvEco/BW89n121g4bJ0XQ3NsP8o3aZYN6uAa
569185150,1657807377,&,12,0,,-1,管理员活跃||男生多||亲友,回眸一笑，引来的是地球一跳。,1076166720,http://p.qlogo.cn/gh/569185150/569185150/140,TXoRwwKuGPf11YD2A0Qo7Uf5ykpJjQwVhzcWNbVpLC1l+fbummujMZLqn/pWHD6O
681759056,2429642951,&,3,0,,-1,管理员活跃||亲友,时光不老，我们不散！,2162880,http://p.qlogo.cn/gh/681759056/681759056/140,ndXxDiTneIvLJnf052uLCmi3dkjaLfjt0hYi1V077LBvCtv4Evm8zyWnnDY29hRE
793128312,1493836764,&,7,0,,-1,亲友,,1076166720,http://p.qlogo.cn/gh/793128312/793128312/140,mCTElHQElq7ht3wD7KgrxzZr1N9qbsC2QAilMgO3fcWR3nCnW7jELUFiB6yh/eQR
692836642,1827582256,&,5,0,10414,-1,亲友||1116km,ttt,1075904704,http://p.qlogo.cn/gh/692836642/692836642/140,52iXBZB6t7FaWp4eVBablJixNqETjCFfs0kIWwXYS2e4lnrAKsOcWkw2BgVrMQZc
444050883,1766938964,&,12,1,,-1,文件多||管理员活跃||男生多||行业交流,,2424896,http://p.qlogo.cn/gh/444050883/444050883/140,xaT78lqkuzSNlIfQWXeaLFt4i5lexvXnqxvaWyXmA+u9DWeV+3P+dXtoDZDBWrby
637627845,3357033429,&,3,0,,-1,亲友,,1075904832,http://p.qlogo.cn/gh/637627845/637627845/140,faTpyzg3b1BMuO/TP2mKzIjtzsFqpp80vSbPXs9FpDkjwUFB4FCQ6WgPsb3DN2vW
18573743,953069997,&,3,0,,-1,其他,,1073741888,http://p.qlogo.cn/gh/18573743/18573743/140,7qtdjgu3DWErzK6Ooyyr2dTDtVQat4w5uIDq08TCbPAFWoYB0wAu33joUPjq7gOG
720982415,2478418466,&,14,0,10466,-1,男生多||同学||576.7km,,1075904576,http://p.qlogo.cn/gh/720982415/720982415/140,Mh6vTsTCBUv5dm7a2EIvjXKAEJfCsoAQo1mv8yCPa7lYWYli3uw5VuwObWS4CnvA
26515942,649821998,&,27,0,,-1,管理员活跃||男生多||同学,七班的同学们快加入吧,1073741888,http://p.qlogo.cn/gh/26515942/26515942/140,MvHpNo01RgbuteGQ54LJ03bblUUyzQgZYKbhLqice2IJ6O5kIs2hf9F2q+AgMVVS
782961306,705214720,&,6,0,,-1,管理员活跃||生活休闲,,1076166720,http://p.qlogo.cn/gh/782961306/782961306/140,yeB6zg5vq0JcjzViNm69sNu4EDXskXF+XP+b5oeuOMCD34LuVI5cnRTF6S36J8S2
49460147,1439037384,&,38,0,,-1,男生多||同学,,1073741888,http://p.qlogo.cn/gh/49460147/49460147/140,XoNPL2D4DChb8ygF77hmF5a9sVb64fWdlVksy+dD6393/3IerID2aGu1q/3xXqUh
156114944,838087032,&,3,0,,-1,管理员活跃||同学,,1073741888,http://p.qlogo.cn/gh/156114944/156114944/140,B59NmS8enUxI49FzRWj1ZKDlJ2zwE2Zjz07r22BHYD7fG97sjSADNYFfIh7/Htd3
664530662,1518144339,&,42,1,,-1,管理员活跃||男生多||亲友,,1075904576,http://p.qlogo.cn/gh/664530662/664530662/140,jQv2IWwmiy8wxZyib41WhcpJsoVl0zZEGYzA8xW1NOxUssKRKYvCRpTdVDmPBGAC
594786659,1005814064,&,6,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/594786659/594786659/140,xUoD3eof5e+CDJCm0+pHWgWzsVd1u21gNsfAsyNUKBPvCSbGyJk/csLXk/SH8LrF
542888959,2138462328,&,19,0,,-1,男生多||亲友,,2162752,http://p.qlogo.cn/gh/542888959/542888959/140,Un875iVuA7K0+e18ez61SEhzzJCMrIHPDGGqw9RluPcmHFihUQ6hXBAHCVKtxpWt
534293866,2904920012,&,5,0,,-1,管理员活跃||兴趣爱好,,1076166848,http://p.qlogo.cn/gh/534293866/534293866/140,C6K92NINOHV7KdyQAVMdjyDDirTGELXhFksdWmtw3Aec/BMLLiFU0zqs7HXW3zdr
367209860,2381265791,&,5,0,,-1,同学,,1075920960,http://p.qlogo.cn/gh/367209860/367209860/140,1CsHQUOVz4/ihUeLX9CEaeEOAOuSO3wk5NLxQNTKvJbujW6wkC1aAFParVkR1M/h
867078046,19852147,&,4,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/867078046/867078046/140,53nt3dMYOs8z/DOfPz05HsPKj9cWTcQwWdb2L8/h2Z3HZ9QqNBUdM8RDajeH1zex
271597293,1103307204,&,12,0,,-1,管理员活跃||男生多||兴趣爱好,,1073741888,http://p.qlogo.cn/gh/271597293/271597293/140,XHSLIGpebdOSFhoTjKZyGyF/snZ8QZvzOUD7tMBaA6GruBGjKTf59t8mE3SpfLaK
698603491,1685790671,&,10,0,,-1,管理员活跃||女生多||同学,,1075904576,http://p.qlogo.cn/gh/698603491/698603491/140,l0Vo94AeFbYaoDgSKgFi9aIoikjq/BSkeXfOeHwJnwEhK+FNz6DhKD2rrVbWkSEz
625920016,2932918769,&,8,0,,-1,管理员活跃,,1075904576,http://p.qlogo.cn/gh/625920016/625920016/140,feT+XTZ14S3QqzEpf+ArZCP+ZwQUrGiLdlW2+/6PwgUhLIN5E2BiRRxRQQQLtraO
160250146,1803293180,&,8,0,,-1,管理员活跃,,1076166720,http://p.qlogo.cn/gh/160250146/160250146/140,jLs+G0gdyHew0oOid5PY8HY6ZVuBgZydlgq5hPNL2yBMVd/4+8ApDIBL9bahrW9V
543089007,3513230855,&,3,0,10324,-1,文件多||相册多||管理员活跃||28km,,1076166720,http://p.qlogo.cn/gh/543089007/543089007/140,XeY0/jws6ikPyLkemTblvXtvIaS1/lhJsdIQ3gXsSloSu7oqGSyuh1EmyiDu1Ry3
223528007,3214923760,&,10,0,,-1,女生多||亲友,,2424896,http://p.qlogo.cn/gh/223528007/223528007/140,jrtp50c+yP0GqCTkWjlIFW2X8lVAXs9hvxRgBZlxHrMsjH0DU9rW/B3ExtO8UESt
549077581,1474005413,&,11,0,,-1,男生多||亲友,,2162752,http://p.qlogo.cn/gh/549077581/549077581/140,EuZiyi10QTM+PCJtq493lQlicy0Kr4n8IdrSF7neQ8Vhb4TI2QfecTSt4gVU4SlB
157573011,1445591278,&,3,0,,-1,游戏,,1075904576,http://p.qlogo.cn/gh/157573011/157573011/140,Y6trno2JFE4bFi7XsWWtr6pZ4QD+sI/lr/uUgLne+JcQ8jT2HMRK+r6mlZyjMUP0
543768810,1534947542,&,5,0,,-1,管理员活跃,,1075904576,http://p.qlogo.cn/gh/543768810/543768810/140,TJSBnVUGzcuj2QAgR0Wg5P/ONrlLOD6DxCGbBR9pTpagpYv9YL2X/LPSrqTWIT+m
433797548,3158164455,&,7,0,,-1,管理员活跃,,1075904576,http://p.qlogo.cn/gh/433797548/433797548/140,FTNz1KYiEdLxVNIEcHK7vnGufM6OVSgnX53q1S6kpgJW9Qd6u7A1tP57ncnRm3wp
123081761,1065496134,&,5,0,,-1,同学,,1073741888,http://p.qlogo.cn/gh/123081761/123081761/140,jUq/aog6ZOZZqSuouCMwYOkKkMKwdJ9ULUJumOGRPnMmcqr7UB3G94dOxmvVtgxe
587161448,2152131533,&,31,0,,-1,管理员活跃||男生多||同学,,2162752,http://p.qlogo.cn/gh/587161448/587161448/140,xfvvmLauV3WC7spOJy1sVmI2p9R8cCGTrHWZooRE77lOx4bsn7NROgLAqu4+U3wN
190340147,1067366472,&,10,0,,-1,管理员活跃||男生多||同学,,1073807424,http://p.qlogo.cn/gh/190340147/190340147/140,YNXFRDkAIEmQ/V70uxINdpd36rlAdmO8ju+jGDON+zBfptsX6x12ZciRBul5SRLw
614474982,2544275328,&,5,0,,-1,管理员活跃||亲友,,2162752,http://p.qlogo.cn/gh/614474982/614474982/140,BRMIUmZ8tObVvARqA21PcxyngGcAtijm3SwogJ9gZ7ymxcS1uaGQ0xpnfJDSWOMH
303839660,1511725299,&,4,0,,-1,相册多||管理员活跃||学习考试,,1075904576,http://p.qlogo.cn/gh/303839660/303839660/140,JytHwxR8EtaqeTskCUA+21U3lb7t60t963HyxQiZrz3B/Ukzq2V7UzHD8OieIf/k
682424368,1513150870,&,3,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/682424368/682424368/140,yuG3RnXyovvULEmnUE1+tk+WLNCo/TtEWglkUwg++W005k/wI5TTqw/K5ruAc0+W
663998596,1134656279,&,6,0,,-1,文件多||相册多||管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/663998596/663998596/140,FvICFtLNx8JhELVZTLHDuZf2rHEVVQwEC2wmlYuRQaloILZGfai1d5UVZz2P7PvE
970516430,2837980976,&,5,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/970516430/970516430/140,jTmXxNAC4+vJ3CiOv0LzUy9TGSENWcMgqQVp+h22ZwIw833nxJ5JytzB+cKDmhR0
528177649,2269913927,&,11,0,,-1,男生多||同学,,2162752,http://p.qlogo.cn/gh/528177649/528177649/140,tqucz6oxUDDlK1//e+RSuuTlHELsXJ1ZUj7XuPzj7he1kk1hNFhX2VHd5f5tWrii
311302105,1511311981,&,5,0,,-1,管理员活跃||同学,,1075904576,http://p.qlogo.cn/gh/311302105/311302105/140,SuRt5UBjMpvVSLYZavjLyIjIutZykx8gohOUeCahajZEAXwLEd322Zhhdk0/h4K1
673437085,965079114,&,4,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/673437085/673437085/140,POy6TV90jw72lEig5dlEJRyPvQHmTjfp0DIiC59EO3FzKDMd6AqIACuJ37LeVZVD
418307373,737330416,&,6,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/418307373/418307373/140,h8GUqicENkFkRkXHD8+vDsJ0XDeIPPLXMMSCOxsPFPAF05wh9xjvv5dYMbfkWQre
597626776,2985976102,&,4,0,,-1,亲友,,1075904576,http://p.qlogo.cn/gh/597626776/597626776/140,#NAME?
672974584,2818015785,&,8,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/672974584/672974584/140,Ysn0EPmWh3t5Pp3Y9uAYfed/b6jTLnkviryKQ/v6z44ne/lI5xxiSlN07lYaZpIi
550629826,3323446375,&,5,0,,-1,同学,,1075904576,http://p.qlogo.cn/gh/550629826/550629826/140,dPt9KfjlmnPXso2Y+GMZ6tBo8O3AYmzKPpANfSIIGKAncZrO7rLrYvzCyP8f8p9x
695295394,3485410335,&,4,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/695295394/695295394/140,6jjbYJYCEtZqu3YGzeJfHerxEiPt0m4Vhv98sz3q9akD/cQ8/yd5UeUenKK6ItZA
667297349,2320692371,&,7,0,,-1,管理员活跃||亲友,,2162752,http://p.qlogo.cn/gh/667297349/667297349/140,YtN/hH4/urpT5KQqxmsPPrDuIe7k2pCp/qpQsD0awDiZo0PG35g4zBJHEZOBsusu
166870866,1123702990,&,4,0,10059,-1,同学||827.8km,疯子,1073741888,http://p.qlogo.cn/gh/166870866/166870866/140,DRK6vjZrWXQadxUo7Z9nOythCYeYa5C4NmSuvn+EgHOIm2dQyl5RZ4mtBL4Fk7NE
789669405,1712842003,&,3,0,,-1,文件多||管理员活跃||学习考试,,2424896,http://p.qlogo.cn/gh/789669405/789669405/140,BeDMM0zyU2C/2G8EtC1Uw04LrkvX6z7wgDCUMPMoV10LSmC8SHx4nqN0xl/AL4qY
827405817,272998695,&,3,0,,-1,管理员活跃||游戏,王者荣耀&QQ群，欢迎加入,3223388224,http://p.qlogo.cn/gh/827405817/827405817/140,seJa+o/w+U5UhH8XLq+j0zqAdzXOuj447nd0vYknOFni5tLli6AVdFltbfRmPGKL
917102868,2292161004,&,3,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/917102868/917102868/140,Z3nF8Z/KJJPmBWolp1VxH2aWYb0UkFkwWjkYo5gKEF4ovohR2liNrFO0jhJ5Y4eW
595749757,1147032918,&,9,0,,-1,亲友,,1075904576,http://p.qlogo.cn/gh/595749757/595749757/140,XnCSxt5ReWqiANi8668AONQVFSjzPrDHcfNAJp8vkw8DBxVqyI8vRFNkSxmFQwuw
643970358,545123856,&,4,0,,-1,文件多||管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/643970358/643970358/140,KdhosNx4nZ9rX8AXVvWFsUXgiGUUB/IIeU2aL7vuxZnD0KNOX6XCkQjD4FLp7Ffi
138633608,1318966626,&,19,0,,-1,管理员活跃||男生多||其他,,1073741888,http://p.qlogo.cn/gh/138633608/138633608/140,CcMFRCiBXJfD0RX/TVaBqRaNOBUl4jzNyVF2VDQrPaNekaIPMJG8SmFFsm9z9I0M
188081306,1736303302,&,7,0,,-1,管理员活跃||同事朋友,,1075839040,http://p.qlogo.cn/gh/188081306/188081306/140,stopM0i2D8cTJ6vwpUREXgMTL39+LI2VC9a78vqtpPOAzfgFC7tGMkQiJMcXfO6x
229226254,1312153143,&,7,0,,-1,管理员活跃||游戏,,1075904576,http://p.qlogo.cn/gh/229226254/229226254/140,1ZOb3HhcS6WWduguPJ+zfyn5xUSeipbRvFY/BSiIVHrGgabNVYdkJF3+IDHGLqUc
180174611,3152084075,&,12,0,,-1,管理员活跃||男生多,,1075904576,http://p.qlogo.cn/gh/180174611/180174611/140,TINCb9O7yWsXOdrGVhon4/vBC6wGdwl+moHACM4QQejokxlpJ30peaW4cYTCAfA9
479591101,1056528844,&,5,0,,-1,粉丝,,1075904576,http://p.qlogo.cn/gh/479591101/479591101/140,JYBkEFLWjaE5JfWTGXjdHau0pd84NCgncn6EvL4AJzG2TSoY3OsnW7pzWqVXM3f2
343418630,2953049866,&,4,0,,-1,管理员活跃||同学,,1075904576,http://p.qlogo.cn/gh/343418630/343418630/140,vrUGXhy7QfcQ3KMe1S+60EgbLODB26WTZQBpgpV6gei9+Pck5kT2ISND2deNxcvZ
57619940,1321808273,&,12,0,,-1,文件多||管理员活跃||男生多||同学,,1073741888,http://p.qlogo.cn/gh/57619940/57619940/140,tOlzHrEmi6bbnVO2cMADnH9aVetaFbX3IW+30F1UVkdYzQGhcQTcjuCM6/DQ251N
499036741,760645220,&,6,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/499036741/499036741/140,4vAiqKb2/2Ws4k0KNVFIC+8+yWBX8HBP9bgLDP/HLA8rg0xLugDeVau9Qlmfzw8o
650868891,2439921873,&,24,0,,-1,文件多||男生多||生活休闲,,2162752,http://p.qlogo.cn/gh/650868891/650868891/140,ZcBNwTdX5zZmAuj2V4y4VMk0xZQKu515Un16LrX2mG/+HH0ZbSYkEwCPaQ96ud67
654761158,1755182975,&,3,0,,-1,亲友,,1076166720,http://p.qlogo.cn/gh/654761158/654761158/140,YGKKyFlIfWvIc/jFpM4clvif6ymjPpXbs7dj9Fa8sU5iktJkvv1dQts8JWM4c5Xt
932990678,3476182800,&,10,0,10459,-1,男生多||868.7km,,1075904576,http://p.qlogo.cn/gh/932990678/932990678/140,jt7sk8CR34zH70qIdBDXwBOuYh710lmfmVOz1VxYaqWNkCqdqRKYoZJvs5glnUcr
109722627,723157367,&,35,0,,-1,文件多||管理员活跃||男生多||12154.1km,,65600,http://p.qlogo.cn/gh/109722627/109722627/140,XdsHYuvvSY/ZwuVWhJaOj3AsltQrv7V4qc/RwxeGNhY0gequOa79088ZJzmNWH0j
780381924,2064328118,&,33,0,,-1,男生多||游戏,,1075904576,http://p.qlogo.cn/gh/780381924/780381924/140,ybvkWK3dPczQIq7v8li8kdEBk5YnWchcmgF+zM+8l8C+xaDY3ykamKMbJaCaFne/
169840844,1365988065,&,3,0,,-1,管理员活跃||其他,。。。。,1074069568,http://p.qlogo.cn/gh/169840844/169840844/140,d3ebCR4SESauwnraRzJWNTrGfZyqya6xyGk4uJRT4pq1mnt+dERwX/ge9RFhJcnH
45535767,806644813,&,18,0,,-1,管理员活跃||男生多||同学,,1073742148,http://p.qlogo.cn/gh/45535767/45535767/140,hEOLWjRgXQWCnP5tG05b8fogtHba5s0nAeh9aZVKfckZ+RaCbvZ9iCq8IJTY5fH6
576106310,1390154884,&,7,0,,-1,管理员活跃,,1075904576,http://p.qlogo.cn/gh/576106310/576106310/140,DWRumf+BOKHWiIo+DXWnbUIlzCq8R1S0eTsRnCRQG/RJENQJM3m2hAFkZlkIgpFG
115850150,1335862076,&,4,0,,-1,管理员活跃||同学,,1076166720,http://p.qlogo.cn/gh/115850150/115850150/140,0Fmem7Ciw7wAzywbijilTgrss+Kqj6FlYwHY4e2jl7MEmByaOFKNmgELGrW4oKG5
459029828,3571755162,&,4,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/459029828/459029828/140,I5H5Zpj3RMvwZYa0fu6s6Qts3r9zzDHFF/cH/KFV1QNAQpcV6KcFdpYOwKi+P9Rk
694246323,3233163430,&,4,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/694246323/694246323/140,xx9qvRNjGYwNFlAGP5kdYWeuWWzEnTen1sO7z/o6Ewu4se/PaMOQDBvqzBcw14kv
569250725,1642884295,&,12,0,,-1,文件多||管理员活跃||男生多||游戏,,2424896,http://p.qlogo.cn/gh/569250725/569250725/140,QxHsnTqbEUTYh3aJA4WacYCkMFT5ZIoALdQRs945V+yTqRSjEWMSZN/1Mmzc+Jmo
582049460,1342845095,&,3,0,,-1,文件多||管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/582049460/582049460/140,s/72NSPYhJvUTAkcMSRfp9podsGetRKTX2xD/0na9VLMgUeS1uKLJzuniUfTdrCQ
564060331,2206172985,&,9,0,,-1,文件多||管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/564060331/564060331/140,vQhbcJCEupXcjVF1Dkbc7bfXUIhx4iJ/v4J5yk7o3BRRF3MNtFdUQj3nE9csjCey
570504370,2998778029,&,3,0,,-1,亲友,,1076166720,http://p.qlogo.cn/gh/570504370/570504370/140,Ji1lJl2y5zojSM2WR7WhK/rT4EWI7StkV6s9qeN885HzJ3Yxq6ewVYrpPrZOYDu/
566525455,3438967358,&,3,0,,-1,亲友,,1076166720,http://p.qlogo.cn/gh/566525455/566525455/140,otKIwAdKduvZ00TUMiNaa83gyaqzM4CpCydYM+gGFxmq6q6Afp63cFEnN6JsprCf
544567526,1507878972,&,11,0,,-1,管理员活跃||男生多||亲友,,1076166720,http://p.qlogo.cn/gh/544567526/544567526/140,6wO8fZGuedyAnfrtgcRCZjyXsuEWslUwjZZtsyFvYUuv9CCknCVawVwb1rCYv3n5
153194251,3303224246,&,3,0,,-1,管理员活跃||亲友,,1076166720,http://p.qlogo.cn/gh/153194251/153194251/140,lwzgwZEHRjbDdAyFoxJeNxcA7E39LbVOtuk29fwm3Kgpk2RVUIFyvLs5KnIE82A+
232118121,3400492409,&,11,0,,-1,男生多||亲友,,1076166720,http://p.qlogo.cn/gh/232118121/232118121/140,TRuDaUs7rYPzr9uqvi8dbeqWwjtmghc1yHEEg970qzOVuYb7asA3G9lhZBu8dKss
637183010,3145639020,&,17,0,,-1,管理员活跃||男生多||同学,,1076166720,http://p.qlogo.cn/gh/637183010/637183010/140,IkWS9+p0auKkzpOmLzsWG2SZx00rm6mVz29ogESnCCMazrCpd/GGnlxfBP1n8vxG
372394293,2870193737,&,15,0,10079,-1,男生多||游戏||777.1km,,1076387904,http://p.qlogo.cn/gh/372394293/372394293/140,2QPUjd6/gNmDPtnOsRVFkZfgAhrN0/FVtBG8NBf+Z9q0xDUtbbLlQm+kFCmdCjYE
879131606,3586064751,&,7,0,,-1,相册多||游戏,✔☞☜✘,3223388352,http://p.qlogo.cn/gh/879131606/879131606/140,enfqsMN/0D120J1hkjPiiXZSkA3sQbMIquAUw7DCoBwJsx8zJIKmKUikWGFic00k
368756303,927647549,&,5,0,10167,-1,兴趣爱好||855.1km,,1076363328,http://p.qlogo.cn/gh/368756303/368756303/140,qJcLYa99PIT9rnIYj+6oXkfF/gOSvkr28L+cI+EA4gLu2U+gvfNNN6DFQPLw55Nh
794934970,2565992904,&,5,0,10420,-1,管理员活跃||生活休闲||1207km,,1075904704,http://p.qlogo.cn/gh/794934970/794934970/140,uXj64MhTAAL1MIeJb2pZL1k2pGsKvlx/tiky/4ZPS3mKy7R6Tnfwp67ymaSCS7JL
1001447253,1649210357,&,6,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/1001447253/1001447253/140,3ZTxlF9LS6ZvBod/a03+CwiUwmDHzDdt0JzPovZ22H8d6sNFEU6dsDFayrMOAxFb
191108153,1051167546,&,4,0,,-1,其他,,1073741888,http://p.qlogo.cn/gh/191108153/191108153/140,NyJSv4/6wTbPu1+eXNVhXEOVg5CNWpWgcNhL2+NLtQbFJ9ns12jROMX94vTQpDXZ
372183404,120152193,&,3,0,,-1,文件多||管理员活跃||同学,不得刷屏，发广告and骂人！,1076625728,http://p.qlogo.cn/gh/372183404/372183404/140,eIxjVemb263+ywg/Yt5ll2dhIdX7uwGeKX09vlrGahMZjJw4WOBvuC2Lv/qIv4hF
467478688,3276923220,&,6,0,10166,-1,学习考试||962.2km,,1075904576,http://p.qlogo.cn/gh/467478688/467478688/140,3tE1bA/sYCpzRyFHODf4A7mfeWqigS3MJE+3wVCSebVE7XwL5iWPfeejxmCkiFUe
607896421,2835305393,&,6,0,,-1,文件多||生活休闲,,1076166720,http://p.qlogo.cn/gh/607896421/607896421/140,Em1+eylYkd67CZNnvB7v1SuIjjp8P8ZTD6alz9hSizpNylBSb8CF0StGHgzurZKF
671823269,1805190315,&,5,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/671823269/671823269/140,1TPlz6DCSlwYgyJbuf2oz6hpTqPmKTVZBOk3Y9W5XMsDOR/uem0xqg9fazSBBR4K
275915407,1647967029,&,4,0,,-1,同学,这世界唯一的你~~~~~~·,1073741888,http://p.qlogo.cn/gh/275915407/275915407/140,zdc/CzaOYQixAkTw+pMa0k40O9N/E33vVxpQlNJ6CklJhmgj7Vtv8tMMVz3/MCus
473632942,2726935088,&,12,0,,-1,男生多||游戏,,1075904576,http://p.qlogo.cn/gh/473632942/473632942/140,zRtyjgnudF7lkkFqG79ZijtMenGP67ceEW7bBy52NJJNSirYi+beXc7HULOdaaNZ
718475556,3217876487,&,9,0,,-1,文件多||亲友,,1075904576,http://p.qlogo.cn/gh/718475556/718475556/140,ATfuVOAFF6jmKqmUt3IQg37eHA6Jb1E3heWvks67vFOZFuOkuRNVCI05x1q7Ynp0
371854894,2629472650,&,8,0,,-1,管理员活跃||亲友,,1075839040,http://p.qlogo.cn/gh/371854894/371854894/140,NYyrxnaaP0iAEidBE0h84gxSsvROeqUD31hhBJf/yAkUXgcQurQU6L1uETigJvmk
49698209,2505668914,&,69,7,,-1,文件多||管理员活跃||男生多||同学,。,1074004032,http://p.qlogo.cn/gh/49698209/49698209/140,nS1KWa6nAzuxMphZa98Jq1KGwRfkKIxocdzFd+HuE1SYHGby5lQo/riWWSVk+hya
216101520,1297971173,&,5,0,,-1,管理员活跃||其他,,1073741888,http://p.qlogo.cn/gh/216101520/216101520/140,w4vR/vwjSOenNo8skkYHhpZdyLbdb2gHyj20z431/6xPr/sr6UvzdppRaKg3Zdxu
196410342,2690351962,&,3,0,,-1,管理员活跃||兴趣爱好,,2162784,http://p.qlogo.cn/gh/196410342/196410342/140,5AuKIgA25IdkytyY/zSi5zlVC8/kK8NieEiberDWpWLTu+Dp4ggKnBavBBVlR5Pl
514309655,237578008,&,3,0,,-1,文件多||游戏,,1075904576,http://p.qlogo.cn/gh/514309655/514309655/140,EgZkNNu82OPECkfoua7Swo4pVqEFtDOj3In6FOVxN67WQwU+BhkbfQVvfFCp1p0r
749219214,2406902540,&,20,0,10550,-1,男生多||学习考试||958.6km,,1075904576,http://p.qlogo.cn/gh/749219214/749219214/140,bNiBw6UZT4YQwc+A97a5UYohNY7hwAAG5+AP0nDQOStJ5B+bdhd7bpnjq4BHzVJM
821291610,3301800558,&,4,0,10568,-1,管理员活跃||同学||1122.9km,,1075904704,http://p.qlogo.cn/gh/821291610/821291610/140,U6SWslA/ZECMaAlyapihKainG7E55ssqCj33WtJEaso41Li0WysGk5lGkewtpx4C
1071928289,2770295201,&,15,5,,-1,管理员活跃||男生多||游戏,王者荣耀王者荣耀-Z干S净Z战队群QQ群，欢迎加入,1075904576,http://p.qlogo.cn/gh/1071928289/1071928289/140,11ba9B0vAlxCU0UpH7GxDdzfitteizbl+wcIp1+4dZ9RW7MrzVlCbv/gCyIHjW6h
560190574,3265807404,&,3,0,,-1,管理员活跃||亲友,,1075904576,http://p.qlogo.cn/gh/560190574/560190574/140,8LxWPGr+JUJil7iz2eSTOzqIqTUZKsk867q4oEt6UuZH6fHNLpQLPIx/+fg1zxDH
